		0.02	110.222	118.957	158.236	50.0	21.5
0.038	0.000	125.04	115.068	125.041	167.582	50.0	34.3
0.038	0.000	125.06	115.639	125.246	168.090	50.0	33.4
0.038	0.000	125.08	115.821	125.100	168.044	50.0	36.4
0.038	0.000	125.10	114.979	125.169	167.578	50.0	35.8
0.038	0.000	125.12	115.719	125.093	168.117	50.0	37.4
0.038	0.000	125.14	115.533	125.183	168.204	50.0	34.6
0.038	0.000	125.16	115.116	125.299	167.679	50.0	36.2
0.038	0.000	125.18	115.747	125.217	168.042	50.0	37.2
0.038	0.000	125.20	115.604	125.211	168.067	50.0	36.3
0.038	0.000	125.22	115.068	125.285	167.596	50.0	31.2
0.038	0.000	125.24	115.314	125.190	167.900	50.0	37.5
0.038	0.000	125.26	115.409	125.037	167.946	50.0	34.6
0.038	0.000	125.28	114.867	125.008	167.506	50.0	33.0
0.038	0.000	125.30	114.733	124.801	167.397	50.0	31.8
0.038	0.000	125.32	115.216	124.559	167.486	50.0	35.3
0.038	0.000	125.34	114.788	124.686	167.375	50.0	35.9
0.038	0.000	125.36	115.399	124.508	167.916	50.0	33.4
0.038	0.000	125.38	115.383	124.614	167.816	50.0	37.2
0.038	0.000	125.40	114.874	124.724	167.405	50.0	36.6
0.038	0.000	125.42	115.352	124.647	167.931	50.0	36.4
0.038	0.000	125.44	115.232	124.654	167.897	50.0	34.5
0.038	0.000	125.46	114.790	124.749	167.431	50.0	35.8
0.038	0.000	125.48	115.237	124.694	167.796	50.0	36.6
0.038	0.000	125.50	115.034	124.842	167.743	50.0	36.1
0.038	0.000	125.52	114.805	124.739	167.529	50.0	33.7
0.038	0.000	125.54	115.493	124.797	167.843	50.0	37.2
0.038	0.000	125.56	115.475	124.652	167.876	50.0	34.5
0.038	0.000	125.58	114.958	124.683	167.259	50.0	34.8
0.038	0.000	125.60	115.440	124.607	167.822	50.0	36.9
0.038	0.000	125.62	115.557	124.626	167.797	50.0	36.6
0.038	0.000	125.64	114.895	124.764	167.337	50.0	34.4
0.038	0.000	125.66	115.486	124.721	167.844	50.0	35.5
0.038	0.000	125.68	115.431	124.695	167.907	50.0	35.2
0.038	0.000	125.70	114.956	124.808	167.452	50.0	34.8
0.038	0.000	125.72	115.540	124.911	167.864	50.0	36.4
0.038	0.000	125.74	115.514	124.827	168.054	50.0	37.4
0.038	0.000	125.76	115.056	125.024	167.578	50.0	35.6
0.038	0.000	125.78	115.609	125.126	168.045	50.0	38.4
0.038	0.000	125.80	115.729	125.005	168.189	50.0	33.5
0.038	0.000	125.82	115.057	125.039	167.610	50.0	37.3
0.038	0.000	125.84	115.720	124.988	168.083	50.0	37.1
0.038	0.000	125.86	115.448	125.101	168.113	50.0	38.3
0.038	0.000	125.88	115.068	125.118	167.710	50.0	34.7
0.038	0.000	125.90	115.696	125.247	167.950	50.0	30.7
0.038	0.000	125.92	115.543	125.145	168.116	50.0	33.7
0.038	0.000	125.94	115.042	125.388	167.645	50.0	37.2
0.038	0.000	125.96	115.707	125.188	168.255	50.0	35.9
0.038	0.000	125.98	115.669	125.296	168.054	50.0	40.1
0.038	0.000	126.00	115.228	125.218	167.669	50.0	34.8
0.038	0.000	126.02	115.708	125.116	168.207	50.0	36.2
0.038	0.000	126.04	115.784	124.894	168.295	50.0	35.9
0.038	0.000	126.06	115.030	124.910	167.540	50.0	37.7
0.038	0.000	126.08	115.439	124.809	167.820	50.0	37.5
0.038	0.000	126.10	115.375	124.673	167.833	50.0	36.8
0.038	0.000	126.12	114.777	124.688	167.346	50.0	36.9
0.038	0.000	126.14	115.310	124.657	167.909	50.0	36.7
0.038	0.000	126.16	115.211	124.625	167.808	50.0	37.5
0.038	0.000	126.18	114.822	124.722	167.351	50.0	32.8
0.038	0.000	126.20	115.384	124.629	167.744	50.0	39.0
0.038	0.000	126.22	115.364	124.619	167.751	50.0	38.5
0.038	0.000	126.24	114.858	124.703	167.352	50.0	33.5
0.038	0.000	126.26	114.831	124.671	167.131	50.0	34.7
0.038	0.000	126.28	115.088	124.423	167.542	50.0	38.6
0.038	0.000	126.30	114.802	124.627	167.229	50.0	36.8
0.038	0.000	126.32	115.270	124.468	167.775	50.0	34.4
0.038	0.000	126.34	115.344	124.487	167.771	50.0	35.2
0.038	0.000	126.36	114.871	124.620	167.291	50.0	34.8
0.038	0.000	126.38	115.216	124.544	167.673	50.0	35.9
0.038	0.000	126.40	115.197	124.630	167.723	50.0	28.8
0.038	0.000	126.42	114.888	124.670	167.332	50.0	34.5
0.038	0.000	126.44	115.431	124.645	167.952	50.0	38.9
0.038	0.000	126.46	115.344	124.831	167.707	50.0	37.3
0.038	0.000	126.48	114.930	124.754	167.394	50.0	28.7
0.038	0.000	126.50	115.510	124.854	167.918	50.0	38.6
0.038	0.000	126.52	115.815	124.701	167.987	50.0	37.2
0.038	0.000	126.54	114.956	124.859	167.352	50.0	31.3
0.038	0.000	126.56	115.572	124.933	167.928	50.0	35.5
0.038	0.000	126.58	115.524	124.854	167.881	50.0	37.6
0.038	0.000	126.60	115.092	125.006	167.463	50.0	36.9
0.038	0.000	126.62	115.571	124.952	167.913	50.0	35.5
0.038	0.000	126.64	115.513	124.916	168.007	50.0	37.6
0.038	0.000	126.66	115.065	125.046	167.485	50.0	35.4
0.038	0.000	126.68	115.566	125.112	167.996	50.0	39.1
0.038	0.000	126.70	115.662	125.155	167.905	50.0	37.1
0.038	0.000	126.72	115.106	125.265	167.528	50.0	37.6
0.038	0.000	126.74	115.727	125.336	168.124	50.0	37.5
0.038	0.000	126.76	115.843	125.170	168.269	50.0	36.1
0.038	0.000	126.78	115.158	125.336	167.488	50.0	32.5
0.038	0.000	126.80	115.610	125.077	168.047	50.0	36.7
0.038	0.000	126.82	115.636	124.991	167.869	50.0	35.4
0.038	0.000	126.84	115.143	125.010	167.408	50.0	33.8
0.038	0.000	126.86	115.657	124.806	167.806	50.0	34.9
0.038	0.000	126.88	115.366	124.690	167.589	50.0	37.3
0.038	0.000	126.90	114.914	124.767	167.189	50.0	34.3
0.038	0.000	126.92	115.340	124.550	167.733	50.0	34.2
0.038	0.000	126.94	115.310	124.544	167.700	50.0	36.4
0.038	0.000	126.96	114.785	124.600	167.262	50.0	35.7
0.038	0.000	126.98	115.289	124.624	167.713	50.0	36.4
0.038	0.000	127.00	115.455	124.484	167.802	50.0	35.4
0.038	0.000	127.02	114.543	124.528	167.132	50.0	36.9
0.038	0.000	127.04	115.205	124.391	167.650	50.0	38.1
0.038	0.000	127.06	115.204	124.396	167.602	50.0	37.4
0.038	0.000	127.08	114.598	124.535	167.130	50.0	26.7
0.038	0.000	127.10	115.222	124.423	167.583	50.0	27.6
0.038	0.000	127.12	115.147	124.439	167.495	50.0	35.9
0.038	0.000	127.14	114.625	124.441	167.197	50.0	34.1
0.038	0.000	127.16	115.185	124.309	167.777	50.0	34.4
0.038	0.000	127.18	115.058	124.427	167.679	50.0	35.2
0.038	0.000	127.20	114.646	124.409	167.319	50.0	28.8
0.038	0.000	127.22	114.789	124.450	167.319	50.0	32.4
0.038	0.000	127.24	115.012	124.204	167.488	50.0	29.4
0.038	0.000	127.26	114.751	124.485	167.194	50.0	21.8
0.038	0.000	127.28	115.114	124.695	167.512	50.0	28.5
0.038	0.000	127.30	115.221	124.552	167.512	50.0	29.7
0.038	0.000	127.32	114.783	124.650	167.226	50.0	25.8
0.038	0.000	127.34	115.473	124.688	167.577	50.0	31.3
0.038	0.000	127.36	115.419	124.613	167.736	50.0	30.1
0.038	0.000	127.38	114.775	124.816	167.308	50.0	23.4
0.038	0.000	127.40	115.332	124.764	167.669	50.0	21.9
0.038	0.000	127.42	115.012	124.982	167.523	50.0	28.1
0.038	0.000	127.44	114.846	124.856	167.289	50.0	24.3
0.038	0.000	127.46	115.481	124.891	167.874	50.0	35.7
0.038	0.000	127.48	115.431	124.827	167.924	50.0	37.2
0.038	0.000	127.50	114.705	124.964	167.227	50.0	39.0
0.038	0.000	127.52	115.229	124.888	167.811	50.0	36.7
0.038	0.000	127.54	115.334	124.977	167.715	50.0	31.6
0.038	0.000	127.56	114.756	125.105	167.375	50.0	34.6
0.038	0.000	127.58	115.481	124.967	167.898	50.0	32.8
0.038	0.000	127.60	115.346	124.952	167.898	50.0	29.1
0.038	0.000	127.62	114.872	125.037	167.436	50.0	32.3
0.038	0.000	127.64	115.499	124.781	167.775	50.0	35.1
0.038	0.000	127.66	115.021	124.966	167.482	50.0	33.6
0.038	0.000	127.68	114.675	124.706	167.236	50.0	32.7
0.038	0.000	127.70	115.253	124.615	167.603	50.0	35.2
0.038	0.000	127.72	115.302	124.393	167.785	50.0	35.0
0.038	0.000	127.74	114.523	124.404	166.918	50.0	32.5
0.038	0.000	127.76	115.088	124.224	167.410	50.0	32.3
0.038	0.000	127.78	114.807	124.272	167.467	50.0	33.4
0.038	0.000	127.80	114.559	124.329	166.895	50.0	29.1
0.038	0.000	127.82	115.026	124.205	167.320	50.0	36.4
0.038	0.000	127.84	114.944	124.182	167.288	50.0	34.9
0.038	0.000	127.86	114.393	124.343	166.842	50.0	32.7
0.038	0.000	127.88	114.956	124.196	167.409	50.0	30.9
0.038	0.000	127.90	114.920	124.261	167.351	50.0	33.0
0.038	0.000	127.92	114.441	124.327	166.898	50.0	32.9
0.038	0.000	127.94	114.949	124.340	167.406	50.0	22.2
0.038	0.000	127.96	115.155	124.075	167.447	50.0	27.9
0.038	0.000	127.98	114.250	124.173	166.798	50.0	23.5
0.038	0.000	128.00	114.878	124.113	167.314	50.0	36.2
0.038	0.000	128.02	114.829	124.176	167.244	50.0	27.3
0.038	0.000	128.04	114.335	124.251	166.806	50.0	32.5
0.038	0.000	128.06	114.989	124.199	167.359	50.0	34.0
0.038	0.000	128.08	114.885	124.213	167.314	50.0	31.4
0.038	0.000	128.10	114.518	124.376	166.905	50.0	34.2
0.038	0.000	128.12	114.982	124.338	167.488	50.0	33.1
0.038	0.000	128.14	114.822	124.321	167.392	50.0	38.0
0.038	0.000	128.16	114.466	124.491	166.984	50.0	33.0
0.038	0.000	128.18	114.545	124.673	167.152	50.0	38.1
0.038	0.000	128.20	114.831	124.485	167.298	50.0	35.9
0.038	0.000	128.22	114.462	124.628	167.152	50.0	32.4
0.038	0.000	128.24	114.781	124.761	167.473	50.0	34.4
0.038	0.000	128.26	115.123	124.607	167.604	50.0	33.6
0.038	0.000	128.28	114.518	124.805	167.088	50.0	32.8
0.038	0.000	128.30	115.131	124.722	167.630	50.0	32.3
0.038	0.000	128.32	115.140	124.726	167.660	50.0	36.4
0.038	0.000	128.34	114.676	124.908	167.155	50.0	34.1
0.038	0.000	128.36	115.047	124.824	167.699	50.0	35.5
0.038	0.000	128.38	114.954	125.029	167.462	50.0	35.3
0.038	0.000	128.40	114.623	124.861	167.241	50.0	35.8
0.038	0.000	128.42	115.146	124.729	167.754	50.0	36.9
0.038	0.000	128.44	115.243	124.542	167.800	50.0	38.5
0.038	0.000	128.46	114.562	124.457	167.050	50.0	35.7
0.038	0.000	128.48	115.169	124.372	167.399	50.0	40.0
0.038	0.000	128.50	114.925	124.451	167.329	50.0	39.3
0.038	0.000	128.52	114.386	124.376	166.983	50.0	37.4
0.038	0.000	128.54	114.812	124.382	167.272	50.0	36.2
0.038	0.000	128.56	114.812	124.388	167.180	50.0	37.4
0.038	0.000	128.58	114.324	124.423	166.876	50.0	35.0
0.038	0.000	128.60	114.837	124.371	167.237	50.0	33.4
0.038	0.000	128.62	114.728	124.587	167.082	50.0	34.6
0.038	0.000	128.64	114.431	124.463	166.789	50.0	36.7
0.038	0.000	128.66	115.076	124.418	167.366	50.0	37.1
0.038	0.000	128.68	115.145	124.352	167.405	50.0	35.0
0.038	0.000	128.70	114.457	124.380	166.756	50.0	32.0
0.038	0.000	128.72	114.910	124.276	167.287	50.0	38.7
0.038	0.000	128.74	115.089	124.220	167.329	50.0	37.9
0.038	0.000	128.76	114.381	124.248	166.809	50.0	35.3
0.038	0.000	128.78	114.855	124.098	167.346	50.0	35.6
0.038	0.000	128.80	114.890	124.017	167.400	50.0	37.6
0.038	0.000	128.82	114.197	124.127	166.776	50.0	24.8
0.038	0.000	128.84	114.676	124.196	167.160	50.0	32.9
0.038	0.000	128.86	114.514	124.333	166.941	50.0	33.9
0.038	0.000	128.88	114.285	124.253	166.661	50.0	33.8
0.038	0.000	128.90	114.973	124.426	167.293	50.0	31.1
0.038	0.000	128.92	115.046	124.266	167.450	50.0	34.3
0.038	0.000	128.94	114.379	124.468	166.779	50.0	33.2
0.038	0.000	128.96	114.895	124.545	167.340	50.0	34.4
0.038	0.000	128.98	114.959	124.482	167.348	50.0	33.3
0.038	0.000	129.00	114.430	124.648	166.832	50.0	35.2
0.038	0.000	129.02	114.876	124.594	167.399	50.0	34.7
0.038	0.000	129.04	115.018	124.595	167.357	50.0	34.6
0.038	0.000	129.06	114.416	124.783	166.989	50.0	33.0
0.038	0.000	129.08	114.854	124.770	167.448	50.0	36.0
0.038	0.000	129.10	114.798	124.906	167.294	50.0	35.3
0.038	0.000	129.12	114.461	124.818	167.059	50.0	32.0
0.038	0.000	129.14	114.334	124.704	166.947	50.0	35.2
0.038	0.000	129.16	114.675	124.593	167.074	50.0	34.5
0.038	0.000	129.18	114.376	124.651	167.003	50.0	21.2
0.038	0.000	129.20	114.711	124.591	167.310	50.0	23.5
0.038	0.000	129.22	114.816	124.430	167.259	50.0	34.5
0.038	0.000	129.24	114.332	124.437	166.817	50.0	32.7
0.038	0.000	129.26	114.848	124.170	167.290	50.0	31.8
0.038	0.000	129.28	114.678	124.324	167.223	50.0	36.5
0.038	0.000	129.30	114.264	124.258	166.831	50.0	35.6
0.038	0.000	129.32	114.732	124.179	167.221	50.0	37.0
0.038	0.000	129.34	114.500	124.387	167.100	50.0	35.7
0.038	0.000	129.36	114.287	124.275	166.764	50.0	35.6
0.038	0.000	129.38	114.871	124.262	167.316	50.0	37.2
0.038	0.000	129.40	114.974	124.108	167.428	50.0	33.5
0.038	0.000	129.42	114.269	124.136	166.788	50.0	34.5
0.038	0.000	129.44	114.783	124.162	167.247	50.0	38.0
0.038	0.000	129.46	114.797	124.098	167.360	50.0	37.9
0.038	0.000	129.48	114.167	124.169	166.824	50.0	37.6
0.038	0.000	129.50	114.750	124.152	167.144	50.0	34.7
0.038	0.000	129.52	114.654	124.178	167.211	50.0	38.5
0.038	0.000	129.54	114.238	124.248	166.697	50.0	37.3
0.038	0.000	129.56	114.712	124.174	167.182	50.0	39.4
0.038	0.000	129.58	114.557	124.352	167.020	50.0	35.3
0.038	0.000	129.60	114.281	124.206	166.737	50.0	36.2
0.038	0.000	129.62	114.837	124.273	167.241	50.0	37.0
0.038	0.000	129.64	114.883	124.142	167.364	50.0	36.1
0.038	0.000	129.66	114.087	124.287	166.622	50.0	33.7
0.038	0.000	129.68	114.707	124.236	167.212	50.0	36.4
0.038	0.000	129.70	114.853	124.177	167.206	50.0	32.8
0.038	0.000	129.72	114.208	124.338	166.853	50.0	31.8
0.038	0.000	129.74	114.817	124.315	167.178	50.0	35.4
0.038	0.000	129.76	114.686	124.290	167.379	50.0	35.1
0.038	0.000	129.78	114.226	124.512	166.757	50.0	36.2
0.038	0.000	129.80	114.689	124.419	167.273	50.0	38.0
0.038	0.000	129.82	114.830	124.448	167.225	50.0	38.8
0.038	0.000	129.84	114.359	124.613	166.798	50.0	36.9
0.038	0.000	129.86	114.843	124.680	167.401	50.0	38.6
0.038	0.000	129.88	115.052	124.481	167.640	50.0	34.6
0.038	0.000	129.90	114.396	124.606	167.015	50.0	31.6
0.038	0.000	129.92	114.951	124.585	167.441	50.0	37.5
0.038	0.000	129.94	114.864	124.597	167.460	50.0	37.5
0.038	0.000	129.96	114.567	124.636	166.980	50.0	35.2
0.038	0.000	129.98	114.840	124.502	167.391	50.0	37.6
0.038	0.000	130.00	114.771	124.392	167.304	50.0	37.9
0.038	0.000	130.02	114.281	124.394	166.863	50.0	36.5
0.038	0.000	130.04	114.577	124.257	167.224	50.0	37.6
0.038	0.000	130.06	114.560	124.119	167.261	50.0	37.6
0.038	0.000	130.08	114.086	124.199	166.683	50.0	34.7
0.038	0.000	130.10	114.025	124.087	166.595	50.0	36.9
0.038	0.000	130.12	114.251	123.944	166.807	50.0	36.4
0.038	0.000	130.14	113.976	124.067	166.571	50.0	37.9
0.038	0.000	130.16	114.642	124.001	166.948	50.0	37.2
0.038	0.000	130.18	114.349	124.001	166.959	50.0	34.3
0.038	0.000	130.20	113.973	124.054	166.603	50.0	36.0
0.038	0.000	130.22	114.568	124.032	166.998	50.0	36.6
0.038	0.000	130.24	114.575	124.019	167.029	50.0	36.3
0.038	0.000	130.26	113.990	124.102	166.601	50.0	32.6
0.038	0.000	130.28	114.544	123.985	166.963	50.0	39.8
0.038	0.000	130.30	114.202	124.228	166.857	50.0	38.6
0.038	0.000	130.32	114.158	124.057	166.641	50.0	36.6
0.038	0.000	130.34	114.739	124.064	167.169	50.0	34.9
0.038	0.000	130.36	114.806	123.939	167.304	50.0	29.4
0.038	0.000	130.38	114.169	124.004	166.726	50.0	28.3
0.038	0.000	130.40	114.617	124.023	167.240	50.0	30.4
0.038	0.000	130.42	114.690	124.048	167.147	50.0	32.8
0.038	0.000	130.44	114.208	124.202	166.764	50.0	32.2
0.038	0.000	130.46	114.617	124.280	167.163	50.0	31.8
0.038	0.000	130.48	114.841	124.146	167.302	50.0	30.6
0.038	0.000	130.50	114.284	124.363	166.831	50.0	35.5
0.038	0.000	130.52	114.793	124.236	167.173	50.0	39.2
0.038	0.000	130.54	114.657	124.352	167.143	50.0	35.8
0.038	0.000	130.56	114.310	124.431	166.707	50.0	35.4
0.038	0.000	130.58	114.723	124.488	167.360	50.0	37.6
0.038	0.000	130.60	114.900	124.217	167.494	50.0	37.8
0.038	0.000	130.62	114.074	124.361	166.863	50.0	34.4
0.038	0.000	130.64	114.796	124.344	167.336	50.0	37.1
0.038	0.000	130.66	114.867	124.288	167.362	50.0	36.7
0.038	0.000	130.68	114.275	124.484	166.825	50.0	36.4
0.038	0.000	130.70	114.754	124.449	167.273	50.0	34.9
0.038	0.000	130.72	114.744	124.373	167.341	50.0	37.3
0.038	0.000	130.74	114.378	124.550	166.920	50.0	34.1
0.038	0.000	130.76	114.785	124.402	167.221	50.0	36.0
0.038	0.000	130.78	114.641	124.336	167.200	50.0	31.7
0.038	0.000	130.80	114.330	124.268	166.789	50.0	34.0
0.038	0.000	130.82	114.915	124.105	167.218	50.0	35.0
0.038	0.000	130.84	114.948	123.991	167.296	50.0	33.3
0.038	0.000	130.86	114.204	123.897	166.543	50.0	35.2
0.038	0.000	130.88	114.764	123.785	167.055	50.0	38.5
0.038	0.000	130.90	114.614	123.858	166.992	50.0	38.6
0.038	0.000	130.92	114.169	123.931	166.548	50.0	35.9
0.038	0.000	130.94	114.499	123.822	166.961	50.0	36.8
0.038	0.000	130.96	114.487	123.911	166.912	50.0	38.1
0.038	0.000	130.98	114.060	123.897	166.546	50.0	34.8
0.038	0.000	131.00	114.534	123.879	166.903	50.0	38.1
0.038	0.000	131.02	114.415	123.881	167.072	50.0	39.0
0.038	0.000	131.04	114.088	123.937	166.559	50.0	37.7
0.038	0.000	131.06	114.033	123.903	166.667	50.0	38.3
0.038	0.000	131.08	114.221	123.621	166.837	50.0	35.7
0.038	0.000	131.10	113.998	123.801	166.648	50.0	36.6
0.038	0.000	131.12	114.180	123.980	166.895	50.0	38.4
0.038	0.000	131.14	114.721	123.630	167.004	50.0	38.7
0.038	0.000	131.16	114.076	123.907	166.495	50.0	34.4
0.038	0.000	131.18	114.535	123.876	167.056	50.0	37.6
0.038	0.000	131.20	114.557	123.871	167.059	50.0	37.4
0.038	0.000	131.22	114.132	123.902	166.675	50.0	36.5
0.038	0.000	131.24	114.669	123.906	167.212	50.0	35.4
0.038	0.000	131.26	114.477	124.105	167.007	50.0	38.5
0.038	0.000	131.28	114.116	124.093	166.695	50.0	35.9
0.038	0.000	131.30	114.708	124.179	167.224	50.0	37.8
0.038	0.000	131.32	114.783	123.989	167.447	50.0	35.4
0.038	0.000	131.34	114.058	124.180	166.612	50.0	36.5
0.038	0.000	131.36	114.677	124.139	167.124	50.0	37.0
0.038	0.000	131.38	114.617	124.102	167.222	50.0	36.2
0.038	0.000	131.40	114.032	124.243	166.799	50.0	33.8
0.038	0.000	131.42	114.751	124.202	167.252	50.0	29.0
0.038	0.000	131.44	114.676	124.366	167.262	50.0	31.7
0.038	0.000	131.46	114.185	124.457	166.905	50.0	24.4
0.038	0.000	131.48	114.823	124.440	167.308	50.0	33.9
0.038	0.000	131.50	114.545	124.649	167.155	50.0	33.2
0.038	0.000	131.52	114.219	124.557	166.882	50.0	31.8
0.038	0.000	131.54	114.864	124.429	167.452	50.0	35.1
0.038	0.000	131.56	114.984	124.217	167.538	50.0	37.4
0.038	0.000	131.58	114.268	124.202	166.809	50.0	36.0
0.038	0.000	131.60	114.837	124.058	167.252	50.0	35.9
0.038	0.000	131.62	114.684	124.063	167.198	50.0	36.7
0.038	0.000	131.64	114.108	124.160	166.653	50.0	36.3
0.038	0.000	131.66	114.468	123.991	167.140	50.0	37.9
0.038	0.000	131.68	114.450	124.031	166.916	50.0	34.8
0.038	0.000	131.70	113.850	124.009	166.605	50.0	35.0
0.038	0.000	131.72	114.347	123.857	167.189	50.0	37.9
0.038	0.000	131.74	114.373	123.922	166.962	50.0	37.5
0.038	0.000	131.76	113.921	123.885	166.647	50.0	34.4
0.038	0.000	131.78	114.548	123.948	167.156	50.0	37.5
0.038	0.000	131.80	114.677	123.797	167.293	50.0	37.8
0.038	0.000	131.82	113.886	123.972	166.598	50.0	32.4
0.038	0.000	131.84	114.521	123.863	167.169	50.0	32.5
0.038	0.000	131.86	114.517	123.819	167.129	50.0	33.6
0.038	0.000	131.88	114.010	123.873	166.672	50.0	34.7
0.038	0.000	131.90	114.450	123.838	166.967	50.0	33.7
0.038	0.000	131.92	114.503	123.877	167.168	50.0	36.6
0.038	0.000	131.94	114.034	124.101	166.540	50.0	35.4
0.038	0.000	131.96	114.409	123.891	167.097	50.0	38.2
0.038	0.000	131.98	114.479	123.979	166.921	50.0	34.9
0.038	0.000	132.00	113.966	124.079	166.547	50.0	36.0
0.038	0.000	132.02	114.041	124.181	166.625	50.0	38.7
0.038	0.000	132.04	114.384	123.960	166.775	50.0	36.9
0.038	0.000	132.06	113.984	124.145	166.589	50.0	35.5
0.038	0.000	132.08	114.470	124.211	166.988	50.0	37.4
0.038	0.000	132.10	114.365	124.036	167.106	50.0	37.9
0.038	0.000	132.12	114.003	124.244	166.682	50.0	34.6
0.038	0.000	132.14	114.574	124.104	167.256	50.0	34.9
0.038	0.000	132.16	114.573	124.176	167.212	50.0	37.6
0.038	0.000	132.18	114.132	124.301	166.809	50.0	35.5
0.038	0.000	132.20	114.732	124.270	167.273	50.0	36.7
0.038	0.000	132.22	114.500	124.492	167.204	50.0	37.9
0.038	0.000	132.24	114.216	124.429	166.955	50.0	35.7
0.038	0.000	132.26	114.951	124.420	167.507	50.0	38.6
0.038	0.000	132.28	114.973	124.345	167.565	50.0	37.2
0.038	0.000	132.30	114.258	124.405	166.850	50.0	36.7
0.038	0.000	132.32	114.861	124.164	167.412	50.0	38.4
0.038	0.000	132.34	114.667	124.190	167.345	50.0	38.1
0.038	0.000	132.36	114.128	124.199	166.861	50.0	34.3
0.038	0.000	132.38	114.542	124.036	167.242	50.0	37.2
0.038	0.000	132.40	114.514	123.949	167.140	50.0	38.9
0.038	0.000	132.42	114.065	124.048	166.736	50.0	36.4
0.038	0.000	132.44	114.640	123.907	167.126	50.0	37.2
0.038	0.000	132.46	114.497	123.898	167.175	50.0	37.5
0.038	0.000	132.48	113.979	123.947	166.752	50.0	36.9
0.038	0.000	132.50	114.515	123.998	167.234	50.0	37.6
0.038	0.000	132.52	114.833	123.744	167.361	50.0	36.9
0.038	0.000	132.54	113.854	123.952	166.617	50.0	37.0
0.038	0.000	132.56	114.447	123.776	167.149	50.0	38.0
0.038	0.000	132.58	114.510	123.829	167.075	50.0	37.4
0.038	0.000	132.60	113.995	123.944	166.580	50.0	35.1
0.038	0.000	132.62	114.457	123.858	167.039	50.0	38.5
0.038	0.000	132.64	114.665	123.765	167.064	50.0	39.6
0.038	0.000	132.66	114.036	124.005	166.539	50.0	34.9
0.038	0.000	132.68	114.459	123.897	167.192	50.0	37.6
0.038	0.000	132.70	114.297	124.095	166.943	50.0	38.1
0.038	0.000	132.72	114.039	123.992	166.732	50.0	36.4
0.038	0.000	132.74	114.641	124.130	167.180	50.0	37.6
0.038	0.000	132.76	114.714	123.919	167.350	50.0	36.6
0.038	0.000	132.78	113.969	124.123	166.656	50.0	36.5
0.038	0.000	132.80	114.421	124.036	167.280	50.0	38.2
0.038	0.000	132.82	114.562	124.063	167.167	50.0	35.2
0.038	0.000	132.84	113.973	124.145	166.852	50.0	36.1
0.038	0.000	132.86	114.508	124.183	167.168	50.0	38.6
0.038	0.000	132.88	114.393	124.227	167.244	50.0	36.9
0.038	0.000	132.90	114.048	124.283	166.870	50.0	33.8
0.038	0.000	132.92	114.530	124.245	167.306	50.0	37.7
0.038	0.000	132.94	114.672	124.279	167.300	50.0	37.6
0.038	0.000	132.96	114.367	124.369	166.916	50.0	36.4
0.038	0.000	132.98	114.335	124.486	167.036	50.0	36.3
0.038	0.000	133.00	114.584	124.296	167.144	50.0	38.3
0.038	0.000	133.02	114.337	124.450	167.051	50.0	37.6
0.038	0.000	133.04	114.638	124.660	167.281	50.0	37.9
0.038	0.000	133.06	114.829	124.359	167.679	50.0	35.1
0.038	0.000	133.08	114.436	124.584	167.039	50.0	37.5
0.038	0.000	133.10	114.877	124.407	167.406	50.0	36.5
0.038	0.000	133.12	114.789	124.264	167.464	50.0	36.2
0.038	0.000	133.14	114.312	124.280	167.014	50.0	34.6
0.038	0.000	133.16	114.898	124.047	167.448	50.0	40.6
0.038	0.000	133.18	114.711	123.939	167.376	50.0	38.6
0.038	0.000	133.20	114.140	123.988	166.986	50.0	36.4
0.038	0.000	133.22	114.691	124.042	167.278	50.0	37.5
0.038	0.000	133.24	114.775	123.860	167.305	50.0	37.9
0.038	0.000	133.26	113.909	123.925	166.628	50.0	37.3
0.038	0.000	133.28	114.516	123.817	167.056	50.0	36.9
0.038	0.000	133.30	114.518	123.682	167.135	50.0	35.5
0.038	0.000	133.32	113.927	123.833	166.624	50.0	24.2
0.038	0.000	133.34	114.494	123.806	167.046	50.0	28.5
0.038	0.000	133.36	114.501	123.796	167.103	50.0	27.2
0.038	0.000	133.38	114.008	123.928	166.747	50.0	24.3
0.038	0.000	133.40	114.445	123.792	167.179	50.0	30.9
0.038	0.000	133.42	114.445	123.760	167.149	50.0	29.1
0.038	0.000	133.44	113.945	123.864	166.730	50.0	32.4
0.038	0.000	133.46	114.590	123.873	167.239	50.0	30.6
0.038	0.000	133.48	114.761	123.684	167.363	50.0	31.7
0.038	0.000	133.50	114.013	123.782	166.617	50.0	35.0
0.038	0.000	133.52	114.459	123.768	167.079	50.0	38.5
0.038	0.000	133.54	114.581	123.697	167.086	50.0	37.5
0.038	0.000	133.56	114.030	123.862	166.642	50.0	34.7
0.038	0.000	133.58	114.410	123.811	167.161	50.0	37.4
0.038	0.000	133.60	114.571	123.866	167.112	50.0	36.9
0.038	0.000	133.62	114.166	123.900	166.805	50.0	35.6
0.038	0.000	133.64	114.690	123.918	167.207	50.0	35.2
0.038	0.000	133.66	114.651	123.944	167.270	50.0	37.0
0.038	0.000	133.68	114.246	124.045	166.767	50.0	36.9
0.038	0.000	133.70	114.869	124.172	167.333	50.0	37.7
0.038	0.000	133.72	114.805	124.040	167.485	50.0	35.3
0.038	0.000	133.74	114.153	124.218	166.706	50.0	36.3
